"","Highest grade in school completed by child","Child has high school degree","Child enrolled in college","Child has college degree","Child's annual wage in 1993","Child's age in 1993","Child's gender 1 female 0 male","Child's race is black","Child's race is hispanic","Child's race is white","Child is born in USA","Child lived with both biological parents aged 0-18","Nr. years aged 0-18 child lived with 2 bio parents","Age child stopped living with 2 bio parents","Nr. years aged 0-18 child lived with bio mother","Nr. years aged 0-18 child lived with bio father","Child's number of siblings","Mother has less than high school degree","Mother has high school degree","Mother has more than high school degree","Mother's education in unknown","Father has less than high school degree","Father has high school degree","Father has more than high school degree","Father's education in unknown","Mother child when child was aged 0-18","Age child when mother died","Father child when child was aged 0-18","Age child when father died","Father has drinking problem","Mother has drinking problem","Age mother at birth of child","Age father at birth of child","Reason for change: parent died","Reason for change: parents divorced","Reason for change: Parent unable to care","Reason for change: Child left to get married","Reason for change: Child left to be on own","Reason for change: Parent was too ill","Reason for change: Court removed child","Reason for change: Child got in trouble","Reason for change: Child ran away","Reason for change: Child left for college","Reason for change: Child left for military","Reason for change: other","Reason for change: unknown","Region of residence is east","Region of residence is west","Region of residence is north","Region of residence is south","Region of residence is outside U.S.","Sampling weight"
"4586",15,1,1,1,14400,32,1,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,1,0,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,531005
"4587",16,1,1,1,70000,33,0,1,0,0,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105844
"4588",12,1,0,0,22000,35,1,0,0,1,1,1,18,18,18,18,4,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,876628
"4589",13,1,1,0,33000,35,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,595650
"4590",6,0,0,0,16000,33,0,0,1,0,1,1,18,18,18,18,12,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,29,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112897
"4591",15,1,1,0,13000,30,0,0,1,0,1,1,18,18,18,18,5,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107304
"4592",14,1,1,1,19000,31,1,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,443212
"4593",13,0,1,0,14000,28,1,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,871367
"4594",12,1,0,0,12500,30,1,1,0,0,1,1,18,18,18,18,1,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99872
"4595",12,1,0,0,NA,29,0,1,0,0,1,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,229045
"4596",12,1,0,0,NA,29,0,1,0,0,1,1,18,18,18,18,11,0,0,1,0,1,0,0,0,0,NA,0,NA,0,0,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,178334
"4597",13,1,1,0,19300,34,1,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,553701
"4598",12,1,0,0,5000,30,0,1,0,0,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79332
"4599",12,1,0,0,29000,32,0,0,0,1,1,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,538547
"4600",13,1,1,0,25000,35,1,0,1,0,0,1,18,18,18,18,1,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,32,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,153503
"4601",12,1,0,0,20000,32,0,1,0,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,276608
"4602",18,1,1,1,21800,34,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,956713
"4603",14,1,1,0,15000,33,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,721088
"4604",12,1,0,0,NA,28,0,0,0,1,1,1,18,18,18,18,4,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,554018
"4605",10,1,0,0,5000,32,0,1,0,0,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86519
"4606",15,1,1,1,0,34,0,1,0,0,1,1,18,18,18,18,1,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,32,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,183571
"4607",16,1,1,1,30000,35,0,0,0,1,1,1,18,18,18,18,5,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,804560
"4608",16,1,1,1,33000,29,1,1,0,0,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,154593
"4609",20,1,1,1,57000,28,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,576261
"4610",10,0,0,0,10000,30,0,0,1,0,1,1,18,18,18,18,9,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,42,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173441
"4611",10,0,0,0,637,32,0,1,0,0,1,1,18,18,18,18,4,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,NA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110015
"4612",16,1,1,1,62000,35,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,683489
"4613",10,1,0,0,NA,31,1,0,1,0,0,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95419
"4614",12,1,0,0,17000,31,1,0,1,0,1,1,18,18,18,18,7,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74904
"4615",13,1,1,0,42000,32,0,1,0,0,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,34,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98273
"4616",11,0,0,0,7500,29,0,1,0,0,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,185918
"4617",12,1,0,0,31000,36,1,1,0,0,1,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,122706
"4618",14,1,1,0,17000,35,0,1,0,0,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,NA,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,117163
"4619",16,1,1,1,31000,29,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,576179
"4620",11,0,0,0,0,31,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,511176
"4621",14,1,1,1,34000,33,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,643625
"4622",14,1,1,0,23000,29,1,0,1,0,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,1,0,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76316
"4623",12,1,0,0,18000,30,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,467314
"4624",13,1,1,0,27500,33,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,477993
"4625",19,1,1,1,25000,31,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,1,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,497360
"4626",12,1,0,0,2000,35,1,1,0,0,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,201014
"4627",17,1,1,1,19500,29,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,1,1,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,607717
"4628",12,1,0,0,36000,32,0,0,0,1,1,0,14,14,14,18,10,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,19,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,454666
"4629",18,1,1,1,36500,35,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,657970
"4630",12,1,0,0,24000,34,1,0,0,1,1,1,18,18,18,18,3,1,0,0,0,0,1,0,0,0,NA,0,NA,1,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,622305
"4631",12,1,0,0,20000,31,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,441764
"4632",16,1,1,1,0,33,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,581800
"4633",16,1,1,1,13000,31,1,1,0,0,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163629
"4634",14,1,1,0,600,31,0,1,0,0,1,1,18,18,18,18,3,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171872
"4635",14,1,1,0,13000,30,0,0,0,1,1,1,18,18,18,18,3,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,405820
"4636",12,1,0,0,16700,29,0,0,0,1,1,1,18,18,18,18,6,NA,NA,NA,1,0,0,1,0,0,NA,0,NA,1,0,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,494869
"4637",14,1,1,0,0,31,1,1,0,0,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,159305
"4638",9,0,0,0,0,34,0,1,0,0,1,1,18,18,18,18,5,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,17,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144093
"4639",7,0,0,0,0,31,1,0,0,1,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,436055
"4640",15,1,1,1,14000,28,0,1,0,0,1,1,18,18,18,18,5,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,264410
"4641",14,1,1,1,42000,31,0,0,1,0,1,1,18,18,18,18,3,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,40,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112994
"4642",12,1,0,0,0,31,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,862089
"4643",11,1,0,0,6000,29,0,1,0,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118500
"4644",14,1,1,1,12500,32,0,1,0,0,1,0,16,16,16,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,30,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121448
"4645",15,1,1,1,17556,32,0,1,0,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99591
"4646",14,1,1,0,29000,34,0,0,1,0,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113438
"4647",14,1,1,0,0,31,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,444004
"4648",15,1,1,0,10000,30,1,1,0,0,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107198
"4649",16,1,1,1,22000,35,1,0,0,1,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,1,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,498331
"4650",12,1,0,0,8000,29,0,0,1,0,0,1,18,18,18,18,3,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87245
"4651",14,1,1,1,18000,32,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,459392
"4652",16,1,1,1,25000,34,0,0,1,0,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,36,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121328
"4653",12,1,1,1,1900,34,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1025387
"4654",12,1,0,0,23000,30,0,0,0,1,1,1,18,18,18,18,1,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,488028
"4655",15,1,1,0,37000,32,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,695886
"4656",12,1,0,0,0,30,1,1,0,0,1,1,18,18,18,18,7,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,137476
"4657",16,1,1,1,0,31,1,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,478724
"4658",18,1,1,1,6000,29,0,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,483193
"4659",12,1,0,0,49600,35,0,0,0,1,1,1,18,18,18,18,6,NA,NA,NA,1,0,1,0,0,0,NA,0,NA,0,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,707416
"4660",12,1,0,0,22000,29,0,1,0,0,1,1,18,18,18,18,6,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121917
"4661",12,1,0,0,0,30,1,0,0,1,1,1,18,18,18,18,8,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,641063
"4662",13,1,1,0,8000,35,1,1,0,0,1,1,18,18,18,18,4,0,1,0,0,1,0,0,0,0,NA,0,NA,1,0,41,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184766
"4663",12,1,0,0,16000,33,1,1,0,0,1,1,18,18,18,18,1,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141999
"4664",12,1,0,0,6000,34,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,531552
"4665",15,1,1,0,12000,33,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1002983
"4666",16,1,1,1,0,33,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,492363
"4667",10,0,0,0,34000,29,0,0,1,0,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133948
"4668",12,1,0,0,3050,31,1,0,0,1,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,464317
"4669",12,1,0,0,22880,35,0,0,1,0,1,1,18,18,18,18,6,0,0,1,0,1,0,0,0,0,NA,0,NA,1,0,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,124499
"4670",12,1,0,0,40000,36,0,0,0,1,1,1,18,18,18,18,5,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,721278
"4671",16,1,1,1,45000,32,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,533394
"4672",12,1,0,0,29000,33,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,628256
"4673",10,1,0,0,3000,35,1,0,0,1,1,1,18,18,18,18,3,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,38,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,627500
"4674",8,0,0,0,31000,28,0,1,0,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,97588
"4675",20,1,1,1,56000,32,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,568953
"4676",16,1,1,1,24000,35,1,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,631407
"4677",12,1,0,0,1000,35,1,0,1,0,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91368
"4678",14,1,1,0,17000,34,1,1,0,0,1,1,18,18,18,18,5,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,181696
"4679",12,1,0,0,9000,31,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,443212
"4680",11,0,0,0,0,32,0,1,0,0,1,1,18,18,18,18,9,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,170221
"4681",12,1,0,0,0,33,1,0,0,1,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,625091
"4682",12,1,0,0,28000,35,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,613744
"4683",17,1,1,1,33000,29,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,652478
"4684",14,1,1,1,25000,30,1,0,0,1,1,1,18,18,18,18,NA,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,622516
"4685",13,1,1,0,24000,33,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,473849
"4686",14,1,1,1,53000,30,1,1,0,0,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,152833
"4687",20,1,1,1,32300,35,1,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,776769
"4688",10,1,0,0,8000,28,0,0,0,1,1,1,18,18,18,18,10,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,545499
"4689",11,0,0,0,3200,28,1,0,1,0,0,1,18,18,18,18,6,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120777
"4690",15,1,1,0,14000,34,1,1,0,0,1,1,18,18,18,18,8,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,36,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,221534
"4691",12,1,0,0,37200,30,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,474367
"4692",16,1,1,1,17000,29,1,0,0,1,1,1,18,18,18,18,5,0,0,1,0,NA,NA,NA,1,0,NA,0,NA,0,0,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,545840
"4693",18,1,1,1,35000,31,0,0,1,0,1,0,17,17,17,18,2,0,0,1,0,0,0,1,0,1,17,0,NA,0,0,35,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,279275
"4694",14,1,1,1,2800,31,0,0,0,1,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,585009
"4695",15,1,1,0,42000,33,1,1,0,0,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,186149
"4696",20,1,1,1,16500,33,0,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,733334
"4697",14,1,1,0,21000,34,0,1,0,0,1,1,18,18,18,18,7,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,286321
"4698",12,1,0,0,15000,29,0,0,0,1,1,1,18,18,18,18,3,0,0,1,0,1,0,0,0,0,NA,0,NA,1,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,629157
"4699",15,1,1,0,29000,32,1,1,0,0,0,1,18,18,18,18,5,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,34,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,198739
"4700",12,1,0,0,16000,33,1,0,1,0,1,1,18,18,18,18,4,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,105145
"4701",16,1,1,1,9600,28,0,0,1,0,0,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,34,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162129
"4702",14,1,1,1,1500,29,0,0,1,0,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74783
"4703",15,1,1,1,19000,31,0,1,0,0,1,0,9,9,9,18,12,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,32,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89563
"4704",12,0,0,0,8900,30,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,493189
