"","Highest grade in school completed by child","Child has high school degree","Child enrolled in college","Child has college degree","Child's annual wage in 1993","Child's age in 1993","Child's gender 1 female 0 male","Child's race is black","Child's race is hispanic","Child's race is white","Child is born in USA","Child lived with both biological parents aged 0-18","Nr. years aged 0-18 child lived with 2 bio parents","Age child stopped living with 2 bio parents","Nr. years aged 0-18 child lived with bio mother","Nr. years aged 0-18 child lived with bio father","Child's number of siblings","Mother has less than high school degree","Mother has high school degree","Mother has more than high school degree","Mother's education in unknown","Father has less than high school degree","Father has high school degree","Father has more than high school degree","Father's education in unknown","Mother child when child was aged 0-18","Age child when mother died","Father child when child was aged 0-18","Age child when father died","Father has drinking problem","Mother has drinking problem","Age mother at birth of child","Age father at birth of child","Reason for change: parent died","Reason for change: parents divorced","Reason for change: Parent unable to care","Reason for change: Child left to get married","Reason for change: Child left to be on own","Reason for change: Parent was too ill","Reason for change: Court removed child","Reason for change: Child got in trouble","Reason for change: Child ran away","Reason for change: Child left for college","Reason for change: Child left for military","Reason for change: other","Reason for change: unknown","Region of residence is east","Region of residence is west","Region of residence is north","Region of residence is south","Region of residence is outside U.S.","Sampling weight"
"4705",17,1,1,1,35000,30,1,1,0,0,1,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,252176
"4706",19,1,1,1,35000,31,0,0,0,1,0,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,807564
"4707",12,1,0,0,693,31,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,529229
"4708",14,1,1,1,32000,30,0,0,1,0,0,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103177
"4709",11,0,0,0,20000,31,0,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,1,0,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,585009
"4710",14,1,1,0,35000,29,0,0,0,1,1,0,18,18,18,18,6,0,1,0,0,0,1,0,0,0,NA,1,17,0,0,22,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,628952
"4711",18,1,1,1,70000,30,1,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,1,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,511730
"4712",12,1,0,0,22000,34,0,0,0,1,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,750036
"4713",12,1,0,0,16000,29,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,35,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,408367
"4714",12,1,0,0,13300,33,1,0,0,1,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,466707
"4715",10,0,0,0,340,29,0,1,0,0,1,1,18,18,18,18,3,0,1,0,0,1,0,0,0,0,NA,0,NA,1,0,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136377
"4716",12,1,0,0,16758,32,0,1,0,0,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158380
"4717",13,1,1,0,15000,28,1,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,534388
"4718",14,1,1,0,24000,29,0,1,0,0,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121917
"4719",14,1,1,1,28000,34,1,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,568368
"4720",15,1,1,1,35000,30,1,0,0,1,1,1,18,18,18,18,2,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,497116
"4721",12,1,0,0,30000,29,0,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,502429
"4722",19,1,1,1,156359,32,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,495819
"4723",16,1,1,1,64000,30,0,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,427179
"4724",11,1,0,0,11400,32,1,0,0,1,1,1,18,18,18,18,2,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,505063
"4725",12,1,0,0,0,30,1,1,0,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,186526
"4726",10,0,0,0,0,29,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,1,0,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,606640
"4727",12,1,0,0,0,30,0,0,1,0,1,1,18,18,18,18,16,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103764
"4728",12,1,0,0,40000,31,1,0,1,0,0,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91816
"4729",19,1,1,1,NA,34,1,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,635676
"4730",12,1,0,0,1000,33,1,0,0,1,1,1,18,18,18,18,1,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,604263
"4731",15,1,1,0,25000,29,1,0,0,1,1,1,18,18,18,18,NA,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,39,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,652193
"4732",12,1,0,0,10800,34,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,664346
"4733",11,1,0,0,10000,31,1,1,0,0,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140935
"4734",20,1,1,1,156359,33,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,857533
"4735",12,1,0,0,0,30,1,0,0,1,1,1,18,18,18,18,3,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,542508
"4736",13,1,1,0,0,35,1,0,0,1,1,1,18,18,18,18,5,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,657280
"4737",12,1,0,0,45000,30,0,0,0,1,1,1,18,18,18,18,5,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,521728
"4738",8,0,0,0,17600,33,0,0,0,1,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,495819
"4739",13,1,1,0,11000,29,1,0,0,1,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,576932
"4740",13,1,1,0,6500,31,1,1,0,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,1,NA,0,0,33,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136647
"4741",12,1,0,0,38000,35,1,0,0,1,1,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,39,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,532643
"4742",14,1,1,0,22000,34,1,0,1,0,1,1,18,18,18,18,1,0,0,1,0,1,0,0,0,0,NA,0,NA,0,0,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129700
"4743",10,0,0,0,14000,31,1,0,0,1,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,496938
"4744",9,0,0,0,18000,29,0,0,1,0,1,1,18,18,18,18,16,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69392
"4745",12,1,0,0,32000,31,1,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,485650
"4746",11,1,0,0,42000,30,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,1,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,448538
"4747",11,0,0,0,0,32,1,1,0,0,1,1,18,18,18,18,11,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,24,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,168887
"4748",19,1,1,1,54000,32,0,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,597511
"4749",18,1,1,1,7900,32,1,1,0,0,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,191239
"4750",12,1,0,0,23000,29,0,0,0,1,1,1,18,18,18,18,NA,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,532033
"4751",16,1,1,1,50000,28,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,544092
"4752",16,1,1,1,8000,31,0,0,1,0,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80961
"4753",10,0,0,0,6000,32,0,0,0,1,1,1,18,18,18,18,1,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,594983
"4754",12,1,0,0,22000,32,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,513842
"4755",11,0,0,0,0,31,1,0,1,0,0,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85016
"4756",16,1,1,1,50000,34,1,1,0,0,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,244228
"4757",12,1,0,0,13000,32,1,0,0,1,1,1,18,18,18,18,3,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,526205
"4758",9,0,0,0,0,30,0,1,0,0,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158594
"4759",13,1,1,0,780,33,0,1,0,0,1,0,3,3,3,18,7,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,20,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,334830
"4760",13,1,1,0,5700,30,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,467314
"4761",12,1,0,0,12000,33,1,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700512
"4762",12,1,0,0,20000,30,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,646063
"4763",15,1,1,1,17000,30,1,1,0,0,1,1,18,18,18,18,3,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,28,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,153299
"4764",11,0,0,0,32000,30,0,0,0,1,1,1,18,18,18,18,NA,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,634616
"4765",13,1,1,0,36000,35,0,0,0,1,0,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,897197
"4766",12,1,0,0,0,32,1,1,0,0,1,1,18,18,18,18,8,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121869
"4767",9,0,0,0,0,30,0,1,0,0,1,1,18,18,18,18,6,NA,NA,NA,1,0,1,0,0,0,NA,0,NA,0,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,155498
"4768",9,0,0,0,22000,34,0,0,0,1,1,1,18,18,18,18,8,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,38,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,939629
"4769",16,1,1,1,43000,30,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,488028
"4770",9,1,0,0,9000,32,1,0,1,0,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100039
"4771",12,1,0,0,14000,36,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,632512
"4772",16,1,1,1,22050,35,0,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,629494
"4773",16,1,1,1,40000,35,0,0,0,1,1,1,18,18,18,18,1,0,1,0,0,1,0,0,0,0,NA,0,NA,1,0,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,651269
"4774",13,1,1,0,45000,33,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,773728
"4775",13,1,1,1,7000,35,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,665803
"4776",17,1,1,1,29700,30,0,1,0,0,1,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,169550
"4777",12,1,0,0,0,32,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,461334
"4778",16,1,1,0,16000,32,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,519519
"4779",12,1,0,0,23000,32,1,0,0,1,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,554144
"4780",10,0,0,0,32000,35,0,1,0,0,1,1,18,18,18,18,1,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119890
"4781",14,1,1,1,20800,28,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,518186
"4782",13,1,1,0,0,32,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,532979
"4783",14,1,1,1,36535,32,0,1,0,0,1,0,7,7,7,18,2,0,0,1,0,NA,NA,NA,1,1,7,0,NA,0,0,19,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,122273
"4784",16,1,1,1,24000,28,0,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,592741
"4785",12,1,0,0,5000,35,1,0,1,0,1,1,18,18,18,18,10,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,103412
"4786",12,1,0,0,25000,30,0,0,1,0,0,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,126175
"4787",12,1,0,0,13000,29,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,589300
"4788",19,1,1,0,20000,30,1,1,0,0,1,1,18,18,18,18,NA,0,0,1,0,NA,NA,NA,1,0,NA,0,NA,0,0,39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,182533
"4789",20,1,1,1,51400,30,1,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,607629
"4790",12,1,0,0,15000,31,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,1,0,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,482867
"4791",14,1,1,0,40000,36,0,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,887289
"4792",11,0,0,0,NA,29,1,0,1,0,1,1,18,18,18,18,1,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83753
"4793",12,1,0,0,0,30,1,0,0,1,1,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,39,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,529037
"4794",14,1,1,1,19000,28,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,534396
"4795",16,1,1,1,9000,28,1,0,1,0,1,1,18,18,18,18,4,0,0,1,0,0,0,1,0,0,NA,0,NA,0,1,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141366
"4796",12,1,0,0,10000,35,0,1,0,0,1,1,18,18,18,18,4,1,0,0,0,0,0,1,0,0,NA,0,NA,1,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,233711
"4797",12,1,0,0,2000,30,0,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,444401
"4798",16,1,1,0,5000,30,0,1,0,0,1,1,18,18,18,18,7,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,19,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102654
"4799",16,1,1,1,54000,34,0,0,0,1,0,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,632114
"4800",13,1,1,0,17000,29,1,1,0,0,1,1,18,18,18,18,3,NA,NA,NA,1,1,0,0,0,0,NA,0,NA,0,0,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,213269
"4801",13,1,1,0,22000,30,0,1,0,0,1,1,18,18,18,18,4,0,0,1,0,1,0,0,0,0,NA,0,NA,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84957
"4802",11,1,0,0,52000,28,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,1,0,0,0,0,NA,0,NA,0,0,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,650047
"4803",12,1,0,0,70000,33,0,0,1,0,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75092
"4804",12,1,0,0,7500,35,0,1,0,0,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,214746
"4805",12,1,0,0,8000,28,0,1,0,0,1,1,18,18,18,18,2,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,208223
"4806",17,1,1,0,13000,32,1,1,0,0,1,1,18,18,18,18,9,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,145196
"4807",12,1,0,0,160,32,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,495994
"4808",13,1,1,0,20000,35,1,1,0,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,211540
"4809",13,1,1,0,7000,28,1,0,1,0,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,117706
"4810",12,1,0,0,23000,30,0,0,0,1,1,1,18,18,18,18,6,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,432875
"4811",12,1,0,0,14700,31,1,0,0,1,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,424428
"4812",18,1,1,1,42300,35,0,0,1,0,0,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,322119
"4813",12,1,0,0,16000,30,1,1,0,0,1,1,18,18,18,18,1,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,234251
"4814",8,0,0,0,2500,35,0,0,1,0,1,1,18,18,18,18,13,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,133632
"4815",12,1,0,0,9,32,0,0,1,0,0,1,18,18,18,18,11,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122911
"4816",9,0,0,0,0,28,0,0,1,0,1,1,18,18,18,18,8,1,0,0,0,0,1,0,0,0,NA,1,NA,0,0,41,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,126174
"4817",15,1,1,1,3000,32,1,0,0,1,1,1,18,18,18,18,3,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,468152
"4818",12,1,0,0,43000,30,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,477694
"4819",14,1,1,0,26000,33,0,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,658862
"4820",9,0,0,0,0,34,1,1,0,0,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,238897
"4821",12,1,0,0,22000,30,1,0,0,1,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,560474
"4822",9,0,0,0,0,29,0,0,0,1,1,1,18,18,18,18,4,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,611097
"4823",8,1,0,0,16000,29,0,1,0,0,1,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,178926
